20 79
谷慎林
鄭談佶
左優一
張殊媗
李政女
王遐科
廖絜筱
韓竟浩
周慶讚
陳因萱
嚴乃拓
沈臨濰
遲平榛
郭澄樂
馬食寧
車奉才
黎學淩
田深衍
譚陶美
魏業繁
馬食寧 -> 譚陶美
鄭談佶 -> 韓竟浩
鄭談佶 -> 左優一
周慶讚 -> 嚴乃拓
王遐科 -> 馬食寧
王遐科 -> 車奉才
車奉才 -> 田深衍
田深衍 -> 魏業繁
遲平榛 -> 馬食寧
周慶讚 -> 魏業繁
車奉才 -> 黎學淩
廖絜筱 -> 韓竟浩
李政女 -> 黎學淩
王遐科 -> 魏業繁
左優一 -> 遲平榛
遲平榛 -> 周慶讚
王遐科 -> 遲平榛
周慶讚 -> 田深衍
譚陶美 -> 郭澄樂
谷慎林 -> 郭澄樂
廖絜筱 -> 馬食寧
陳因萱 -> 郭澄樂
谷慎林 -> 陳因萱
郭澄樂 -> 車奉才
周慶讚 -> 馬食寧
谷慎林 -> 鄭談佶
左優一 -> 黎學淩
陳因萱 -> 譚陶美
沈臨濰 -> 田深衍
田深衍 -> 譚陶美
沈臨濰 -> 郭澄樂
周慶讚 -> 遲平榛
韓竟浩 -> 遲平榛
廖絜筱 -> 黎學淩
左優一 -> 田深衍
韓竟浩 -> 周慶讚
郭澄樂 -> 馬食寧
陳因萱 -> 馬食寧
遲平榛 -> 郭澄樂
李政女 -> 廖絜筱
左優一 -> 嚴乃拓
鄭談佶 -> 張殊媗
張殊媗 -> 李政女
鄭談佶 -> 郭澄樂
鄭談佶 -> 黎學淩
嚴乃拓 -> 沈臨濰
周慶讚 -> 譚陶美
遲平榛 -> 車奉才
車奉才 -> 魏業繁
廖絜筱 -> 譚陶美
王遐科 -> 廖絜筱
馬食寧 -> 車奉才
鄭談佶 -> 遲平榛
左優一 -> 馬食寧
陳因萱 -> 魏業繁
黎學淩 -> 田深衍
張殊媗 -> 車奉才
鄭談佶 -> 周慶讚
韓竟浩 -> 郭澄樂
沈臨濰 -> 遲平榛
周慶讚 -> 郭澄樂
張殊媗 -> 周慶讚
左優一 -> 張殊媗
鄭談佶 -> 車奉才
左優一 -> 魏業繁
左優一 -> 陳因萱
譚陶美 -> 魏業繁
嚴乃拓 -> 車奉才
谷慎林 -> 遲平榛
谷慎林 -> 馬食寧
谷慎林 -> 左優一
張殊媗 -> 谷慎林
周慶讚 -> 陳因萱
韓竟浩 -> 李政女
陳因萱 -> 嚴乃拓
谷慎林 -> 王遐科
李政女 -> 車奉才
鄭談佶 -> 王遐科
李政女 -> 王遐科
